case_id,side,hemisphere,landmark,alpha_deg,alpha_signed_deg,Jx,Jy,J_norm,J_share
70_0,right,7,ost_point,2.153575613800587,-2.153575613800587,0.0001118513910131555,-0.0009259510453003919,0.0009326821923701911,0.010181476937759948
70_0,right,7,knee_outer,2.153575613800587,-2.153575613800587,0.02829441865348626,0.00062792848673808,0.02830138549829687,0.30894757733639006
70_0,right,7,ankle_inner,2.153575613800587,-2.153575613800587,-0.01238873601501127,0.00018927762427686502,0.012390181841631267,0.13525545111421025
70_0,right,7,ankle_outer,2.153575613800587,-2.153575613800587,-0.01238873601501127,0.00018927762427686502,0.012390181841631267,0.13525545111421025
67_0,left,8,femur_head,24.81975012622058,-24.81975012622058,-0.019251007247081973,-0.003087948988981382,0.019497094885796547,0.20422356106895626
67_0,left,8,knee_inner,24.81975012622058,-24.81975012622058,0.016062489035229565,0.002576496187459488,0.016267817512219125,0.17039828972600232
67_0,left,8,ost_point,24.81975012622058,-24.81975012622058,-0.0018782388624579809,-0.00987220441550626,0.010049288594024392,0.10526191285945828
67_0,left,8,knee_outer,24.81975012622058,-24.81975012622058,0.02677081505871594,0.004294160312432479,0.02711302918703188,0.28399714954333727
67_0,left,8,ankle_inner,24.81975012622058,-24.81975012622058,-0.010852028992202776,0.0030447484522978375,0.011271070330069797,0.11805954340112297
67_0,left,8,ankle_outer,24.81975012622058,-24.81975012622058,-0.010852028992202776,0.0030447484522978375,0.011271070330069797,0.11805954340112297
67_0,right,9,femur_head,4.127767133112025,4.127767133112025,-0.018240559987790055,-0.0013495102375743844,0.01829041296825978,0.21437845340197714
67_0,right,9,knee_inner,4.127767133112025,4.127767133112025,0.015698485902968864,0.0011614373382535803,0.015741391181734916,0.1845018536099749
67_0,right,9,ost_point,4.127767133112025,4.127767133112025,-0.000545336084635549,0.0016386542977495288,0.001727014578033038,0.020242009564457437
67_0,right,9,knee_outer,4.127767133112025,4.127767133112025,0.026164143171614772,0.0019357288970893005,0.02623565196955819,0.3075030893499581
67_0,right,9,ankle_inner,4.127767133112025,4.127767133112025,-0.011538366501079016,-0.0016931551477590125,0.01166193276723911,0.13668729703681623
67_0,right,9,ankle_outer,4.127767133112025,4.127767133112025,-0.011538366501079016,-0.0016931551477590125,0.01166193276723911,0.13668729703681623
9_0,left,10,femur_head,14.453044611568382,-14.453044611568382,-0.020377643591593386,-0.0015917996255371742,0.020439720751367112,0.22093054195871903
9_0,left,10,knee_inner,14.453044611568382,-14.453044611568382,0.01637592854079339,0.0012792056550548474,0.01642581512988308,0.1775447073324655
9_0,left,10,ost_point,14.453044611568382,-14.453044611568382,-0.00117111289647856,-0.005697700166053491,0.0058168112053378854,0.06287322941928616
9_0,left,10,knee_outer,14.453044611568382,-14.453044611568382,0.02729321423465565,0.0021320094250914124,0.02737635854980513,0.2959078455541091
